alpha_0,gamma,M,has_commits,agent_commit_count,first_commit_time,first_commit_tick,max_salience,avg_salience,final_psi
1.6,0.01,1,False,0,,,0.02045612774349668,0.004595216724016457,0.4549264556776292
1.6500000000000001,0.01,1,False,0,,,0.02175461241469045,0.004886905285594869,0.48380362327389204
1.7000000000000002,0.01,1,False,0,,,0.02309305046038403,0.005187568879834779,0.5135693191036431
1.7500000000000002,0.01,1,False,0,,,0.024471441880600932,0.005497207506743678,0.544223543167624
1.8000000000000003,0.01,1,False,0,,,0.0258897866752483,0.00581582116631726,0.5757662954654087
1.8500000000000003,0.01,1,False,0,,,0.027348084844493383,0.006143409858554996,0.6081975759969446
1.9000000000000004,0.01,1,False,0,,,0.02884633638821126,0.006479973583457632,0.6415173847623055
1.9500000000000004,0.01,1,False,0,,,0.030384541306360504,0.006825512341011523,0.6757257217601407
2.0000000000000004,0.01,1,False,0,,,0.031962699598991985,0.007180026131235612,0.7108225869923256
2.0500000000000007,0.01,1,False,0,,,0.03358081126638824,0.007543514954158105,0.7468079804616525
2.1000000000000005,0.01,1,False,0,,,0.03523887630785111,0.007915978809682051,0.7836819021585233
2.1500000000000004,0.01,1,False,0,,,0.03693689472418019,0.008297417697929571,0.8214443520950275
2.2000000000000006,0.01,1,False,0,,,0.03867486651493262,0.008687831618816644,0.8600953302628478
1.6,0.01,2,False,0,,,0.0197493636743431,0.004535924276851791,0.2222602895657377
1.6500000000000001,0.01,2,False,0,,,0.021002985391928065,0.004823849157702054,0.23636860872740068
1.7000000000000002,0.01,2,False,0,,,0.02229518008544081,0.005120633265652921,0.2509110300169931
1.7500000000000002,0.01,2,False,0,,,0.023625947754902878,0.00542627660071182,0.26588755343487913
1.8000000000000003,0.01,2,False,0,,,0.02499528840022962,0.005740779162874916,0.28129817898087095
1.8500000000000003,0.01,2,False,0,,,0.026403202021570732,0.006064140952140768,0.2971429066548976
1.9000000000000004,0.01,2,False,0,,,0.027849688618818425,0.006396361968510804,0.3134217364570294
1.9500000000000004,0.01,2,False,0,,,0.0293347481919263,0.006737442211971435,0.3301346683866004
2.0000000000000004,0.01,2,False,0,,,0.030858380740945567,0.0070873816825415634,0.34728170244453666
2.0500000000000007,0.01,2,False,0,,,0.03242058626614662,0.007446180380248191,0.3648628386321614
2.1000000000000005,0.01,2,False,0,,,0.034021364766857506,0.007813838304997009,0.3828780769448534
2.1500000000000004,0.01,2,False,0,,,0.03566071624385119,0.008190355456907241,0.4013274173884549
2.2000000000000006,0.01,2,False,0,,,0.037338640696689594,0.00857573183589627,0.4202108599589172
1.6,0.01,4,False,0,,,0.018385396499845764,0.004417444041891803,0.10601865700540326
1.6500000000000001,0.01,4,False,0,,,0.019552438269829994,0.004697848204702769,0.11274835691286647
1.7000000000000002,0.01,4,False,0,,,0.02075538901735366,0.004986880187905379,0.11968512450972908
1.7500000000000002,0.01,4,False,0,,,0.021994248742441144,0.005284539991506974,0.12682895979616737
1.8000000000000003,0.01,4,False,0,,,0.023269017445015975,0.005590827615504568,0.13417986277210964
1.8500000000000003,0.01,4,False,0,,,0.024579695125194503,0.005905743059894962,0.1417378334374791
1.9000000000000004,0.01,4,False,0,,,0.025926281782904043,0.0062292863246809415,0.14950287179234256
1.9500000000000004,0.01,4,False,0,,,0.02730877741809028,0.00656145740984907,0.15747497783637768
2.0000000000000004,0.01,4,False,0,,,0.02872718203080582,0.006902256315418086,0.16565415157003405
2.0500000000000007,0.01,4,False,0,,,0.030181495621293013,0.007251683041412605,0.17404039299390256
2.1000000000000005,0.01,4,False,0,,,0.03167171818893296,0.007609737587743636,0.18263370210584726
2.1500000000000004,0.01,4,False,0,,,0.033197849734446984,0.007976419954524593,0.19143407890859024
2.2000000000000006,0.01,4,False,0,,,0.034759890257404766,0.00835173014167572,0.20044152340021726
1.6,0.005,1,False,0,,,0.027340297551309012,0.005869025140921189,0.5810334889511977
1.6500000000000001,0.005,1,False,0,,,0.02907576565768263,0.006241570682100602,0.6179154975279597
1.7000000000000002,0.005,1,False,0,,,0.030864632782721852,0.006625579163017496,0.6559323371387321
1.7500000000000002,0.005,1,False,0,,,0.03270689892620556,0.007021050583634048,0.6950840077797708
1.8000000000000003,0.005,1,False,0,,,0.034602564088451866,0.007427984943985888,0.735370509454603
1.8500000000000003,0.005,1,False,0,,,0.036551628269294485,0.007846382244063947,0.7767918421623307
1.9000000000000004,0.005,1,False,0,,,0.03855409146871045,0.00827624248385216,0.8193480059013636
1.9500000000000004,0.005,1,False,0,,,0.04060995368706924,0.008717565663428378,0.8630390006794095
2.0000000000000004,0.005,1,False,0,,,0.04271921492392156,0.009170351782688387,0.9078648264861501
2.0500000000000007,0.005,1,False,0,,,0.044881875179328345,0.009634600841671405,0.9538254833254691
2.1000000000000005,0.005,1,False,0,,,0.04709793445371679,0.010110312840432793,1.0009209712028462
2.1500000000000004,0.005,1,True,1,99.09999999998236,99,0.04936739274651484,0.010597487778877972,0.0
2.2000000000000006,0.005,1,True,1,98.09999999998327,98,0.05169025005790797,0.011096125657048714,0.05169025005790797
1.6,0.005,2,False,0,,,0.026327583679553245,0.0057868171844261615,0.2835540420368819
1.6500000000000001,0.005,2,False,0,,,0.027998768190546596,0.006154144447116722,0.3015530779087194
1.7000000000000002,0.005,2,False,0,,,0.029721373763423233,0.006532774087129775,0.3201059302693589
1.7500000000000002,0.005,2,False,0,,,0.03149540039798022,0.006922706104428277,0.3392125991169855
1.8000000000000003,0.005,2,False,0,,,0.033320848094506486,0.007323940499046546,0.35887308445328076
1.8500000000000003,0.005,2,False,0,,,0.035197716852855804,0.007736477270976276,0.37908738627783756
1.9000000000000004,0.005,2,False,0,,,0.03712600667299951,0.008160316420201376,0.39985550458986746
1.9500000000000004,0.005,2,False,0,,,0.03910571755529502,0.008595457946798566,0.42117743939312974
2.0000000000000004,0.005,2,False,0,,,0.04113684949930652,0.009041901850664886,0.4430531906825794
2.0500000000000007,0.005,2,False,0,,,0.043219402505097974,0.00949964813183966,0.46548275846014336
2.1000000000000005,0.005,2,False,0,,,0.04535337657307497,0.009968696790376591,0.48846614272845307
2.1500000000000004,0.005,2,False,0,,,0.04753877170268723,0.01044904782618308,0.5120033434829709
2.2000000000000006,0.005,2,False,0,,,0.04977558789412532,0.010940701239300429,0.536094360725721
1.6,0.005,4,False,0,,,0.024382484978691023,0.005622749223446119,0.13494598136270683
1.6500000000000001,0.005,4,False,0,,,0.025930201310417882,0.00597966201595648,0.1435118883829555
1.7000000000000002,0.005,4,False,0,,,0.027525539683130495,0.006347556740553169,0.15234136177327606
1.7500000000000002,0.005,4,False,0,,,0.029168500096649803,0.006726433397200612,0.1614344015328147
1.8000000000000003,0.005,4,False,0,,,0.030859082551218036,0.007116291985930556,0.17079100766233335
1.8500000000000003,0.005,4,False,0,,,0.03259728704672092,0.007517132506736188,0.18041118016166852
1.9000000000000004,0.005,4,False,0,,,0.034383113583123286,0.007928954959601444,0.1902949190304347
1.9500000000000004,0.005,4,False,0,,,0.036216562160757915,0.00835175934460068,0.2004422242704163
2.0000000000000004,0.005,4,False,0,,,0.038097632779209925,0.00878554566163354,0.21085309587920498
2.0500000000000007,0.005,4,False,0,,,0.040026325438562084,0.009230313910739528,0.22152753385774865
2.1000000000000005,0.005,4,False,0,,,0.042002640139163744,0.009686064091968906,0.23246553820725377
2.1500000000000004,0.005,4,False,0,,,0.044026576880519475,0.010152796205233265,0.24366710892559834
2.2000000000000006,0.005,4,False,0,,,0.046098135662816134,0.010630510250572786,0.25513224601374684
1.6,0.001,1,False,0,,,0.035106460110817854,0.007239825727541725,0.7167427470266308
1.6500000000000001,0.001,1,False,0,,,0.037334897520224467,0.007699384977825648,0.7622391128047391
1.7000000000000002,0.001,1,False,0,,,0.039631902234394584,0.008173084512728676,0.8091353667601391
1.7500000000000002,0.001,1,False,0,,,0.04199747425364102,0.008660924332263092,0.8574315088940462
1.8000000000000003,0.001,1,False,0,,,0.044431613577749066,0.009162904436415698,0.9071275392051542
1.8500000000000003,0.001,1,False,0,,,0.0469343202069447,0.00967902482522238,0.9582234576970157
1.9000000000000004,0.001,1,True,1,99.09999999998236,99,0.04950559414067305,0.010209285498601138,0.0
1.9500000000000004,0.001,1,True,1,98.09999999998327,98,0.05214543537929878,0.010753686456608786,0.05214543537929878
2.0000000000000004,0.001,1,True,1,97.09999999998418,97,0.05485384392306136,0.011312227699273586,0.10754845335867078
2.0500000000000007,0.001,1,True,1,96.09999999998509,96,0.05763081977173733,0.011884909226554862,0.16615375390283793
2.1000000000000005,0.001,1,True,1,96.09999999998509,96,0.060476362925291356,0.012471731038457104,0.17435765727829788
2.1500000000000004,0.001,1,True,1,95.099999999986,95,0.06339047338372959,0.013072693134990111,0.2388833616485464
2.2000000000000006,0.001,1,True,1,94.0999999999869,94,0.06637315114709093,0.013687795516144923,0.30650242909388925
1.6,0.001,2,False,0,,,0.03372455003884326,0.007131026543242862,0.34942030061890017
1.6500000000000001,0.001,2,False,0,,,0.03586526854719121,0.007583679595304519,0.37160030016992135
1.7000000000000002,0.001,2,False,0,,,0.03807185531721565,0.008050260433579188,0.3944627612453802
1.7500000000000002,0.001,2,False,0,,,0.04034431034918193,0.008530769058077545,0.41800768384579967
1.8000000000000003,0.001,2,False,0,,,0.04268263364290813,0.009025205468787432,0.44223506797058426
1.8500000000000003,0.001,2,False,0,,,0.045086825198600224,0.009533569665743879,0.46714491362145005
1.9000000000000004,0.001,2,False,0,,,0.04755688501574005,0.010055861648867017,0.4927372207944838
1.9500000000000004,0.001,2,False,0,,,0.05009281309466591,0.010592081418212284,0.5190119894924019
2.0000000000000004,0.001,2,False,0,,,0.05269460943560942,0.011142228973806973,0.5459692197165417
2.0500000000000007,0.001,2,False,0,,,0.05536227403835067,0.011706304315611184,0.5736089114649479
2.1000000000000005,0.001,2,False,0,,,0.05809580690286846,0.012284307443629643,0.6019310647378525
2.1500000000000004,0.001,2,False,0,,,0.060895208029156205,0.012876238357872173,0.6309356795357366
2.2000000000000006,0.001,2,False,0,,,0.06376047741725968,0.013482097058329591,0.66062275585815
1.6,0.001,4,False,0,,,0.031082258179541133,0.006914147560544037,0.1659395414530569
1.6500000000000001,0.001,4,False,0,,,0.03305525308353202,0.007353033880305203,0.17647281312732485
1.7000000000000002,0.001,4,False,0,,,0.035088955522947385,0.007805424394517586,0.18733018546842203
1.7500000000000002,0.001,4,False,0,,,0.037183365497973374,0.00827131910318901,0.19851165847653632
1.8000000000000003,0.001,4,False,0,,,0.039338483008482535,0.008750718006309164,0.21001723215141993
1.8500000000000003,0.001,4,False,0,,,0.04155430805464898,0.009243621103911508,0.22184690649387617
1.9000000000000004,0.001,4,False,0,,,0.043830840636016645,0.009750028395920275,0.2340006815020866
1.9500000000000004,0.001,4,False,0,,,0.046168080752886684,0.010269939882388243,0.24647855717731781
2.0000000000000004,0.001,4,False,0,,,0.048566028405465665,0.010803355563340758,0.2592805335201782
2.0500000000000007,0.001,4,False,0,,,0.05102468359354271,0.011350275438739526,0.2724066105297486
2.1000000000000005,0.001,4,False,0,,,0.05354404631712086,0.011910699508589626,0.28585678820615096
2.1500000000000004,0.001,4,False,0,,,0.056124116576176865,0.012484627772901028,0.2996310665496247
2.2000000000000006,0.001,4,False,0,,,0.0587648943707574,0.013072060231664004,0.3137294455599361
1.6,0.0005,1,False,0,,,0.03626361575602162,0.007439267247136784,0.7364874574665417
1.6500000000000001,0.0005,1,False,0,,,0.038565505428167265,0.007911486359521061,0.783237149592585
1.7000000000000002,0.0005,1,False,0,,,0.04093822247459044,0.00839823529071601,0.8314252937808851
1.7500000000000002,0.0005,1,False,0,,,0.043381766895507407,0.008899514040752456,0.8810518900344931
1.8000000000000003,0.0005,1,False,0,,,0.04589613869116722,0.009415322609647331,0.9321169383550858
1.8500000000000003,0.0005,1,False,0,,,0.04848133786136403,0.009945660997399956,0.9846204387425956
1.9000000000000004,0.0005,1,True,1,99.09999999998236,99,0.05113736440602769,0.010490529203969324,0.0
1.9500000000000004,0.0005,1,True,1,98.09999999998327,98,0.05386421832506571,0.011049927229370742,0.05386421832506571
2.0000000000000004,0.0005,1,True,1,97.09999999998418,97,0.05666189961863078,0.011623855073615347,0.11107569290516814
2.0500000000000007,0.0005,1,True,1,96.09999999998509,96,0.059530408286992666,0.012212312736753122,0.17157609283034755
2.1000000000000005,0.0005,1,True,1,95.099999999986,95,0.062469744329898796,0.01281530021871841,0.2353027014074358
2.1500000000000004,0.0005,1,True,1,94.0999999999869,94,0.06547990774661364,0.013432817519440577,0.3021889162601693
2.2000000000000006,0.0005,1,True,1,93.09999999998782,93,0.06856089853884953,0.01406486463912769,0.37216472863502903
1.6,0.0005,2,False,0,,,0.034824827703481734,0.007326451929368026,0.3589961445390333
1.6500000000000001,0.0005,2,False,0,,,0.03703538805587578,0.007791509913182469,0.38178398574594097
1.7000000000000002,0.0005,2,False,0,,,0.039313965649649375,0.008270877373391054,0.4052729912961616
1.7500000000000002,0.0005,2,False,0,,,0.04166056048500378,0.00876455431002376,0.4294631611911643
1.8000000000000003,0.0005,2,False,0,,,0.04407517256217023,0.0092725407230964,0.45435449543172357
1.8500000000000003,0.0005,2,False,0,,,0.04655780188096129,0.00979483661260935,0.4799469940178581
1.9000000000000004,0.0005,2,False,0,,,0.0491084484413031,0.010331441978521561,0.5062406569475566
1.9500000000000004,0.0005,2,False,0,,,0.051727112243110954,0.010882356820848978,0.5332354842215999
2.0000000000000004,0.0005,2,False,0,,,0.054413793286537365,0.011447581139602099,0.5609314758405028
2.0500000000000007,0.0005,2,False,0,,,0.05716849157183335,0.012027114934829938,0.589328631806667
2.1000000000000005,0.0005,2,False,0,,,0.059991207098747966,0.0126209582064675,0.6184269521169076
2.1500000000000004,0.0005,2,False,0,,,0.06288193986660608,0.013229110954447338,0.6482264367679195
2.2000000000000006,0.0005,2,False,0,,,0.06584068987700435,0.013851573178970605,0.6787270857695596
1.6,0.0005,4,False,0,,,0.032075450456542455,0.007101603833230053,0.17043849199752129
1.6500000000000001,0.0005,4,False,0,,,0.034111489792267115,0.007552389232815989,0.18125734158758378
1.7000000000000002,0.0005,4,False,0,,,0.0362101764919688,0.008017044952360152,0.19240907885664368
1.7500000000000002,0.0005,4,False,0,,,0.038371510555818215,0.008495570991890994,0.20389370380538385
1.8000000000000003,0.0005,4,False,0,,,0.04059549198401298,0.008987967351422089,0.21571121643413016
1.8500000000000003,0.0005,4,False,0,,,0.04288212077640325,0.009494234030955813,0.22786161674293953
1.9000000000000004,0.0005,4,False,0,,,0.04523139693290612,0.010014371030451172,0.24034490473082812
1.9500000000000004,0.0005,4,False,0,,,0.04764332045345697,0.010548378349925338,0.2531610803982081
2.0000000000000004,0.0005,4,False,0,,,0.050117891338198106,0.011096255989387372,0.26631014374529693
2.0500000000000007,0.0005,4,False,0,,,0.05265510958735474,0.011658003948884518,0.2797920947732285
2.1000000000000005,0.0005,4,False,0,,,0.05525497520066883,0.012233622228353174,0.2936069334804762
2.1500000000000004,0.0005,4,False,0,,,0.05791748817758749,0.012823110827732057,0.3077546598655694
2.2000000000000006,0.0005,4,False,0,,,0.060642648519494385,0.013426469747208644,0.32223527393300744
